temperature,humidity,feed_intake,water_consumption,activity_level,symptoms,disease
42.2,96.1,Medium,Medium,Moderate,Nasal Discharge|Lethargy|Watery Eyes|Ruffled Feathers|Coughing,Avian Influenza
41.3,68.3,Medium,High,Active,Sneezing,Healthy
43.4,73.8,Medium,Low,Weak,Nasal Discharge|Ruffled Feathers|Watery Eyes,Avian Influenza
42.4,66.4,Low,Low,Weak,Nasal Discharge|Difficulty Breathing|Coughing|Ruffled Feathers,Newcastle Disease
43.3,58.6,Low,Medium,Weak,Lethargy|Reduced Feeding|Sneezing|Twisted Neck|Diarrhea|Watery Eyes,Newcastle Disease
42.2,88.7,Low,Low,Weak,Ruffled Feathers|Lethargy|Coughing|Diarrhea|Twisted Neck|Swollen Head,Newcastle Disease
41.4,61.4,High,Medium,Active,None,Healthy
41.3,54.1,Medium,High,Active,None,Healthy
41.1,66.1,High,High,Moderate,Reduced Egg Production,Healthy
41.9,58.7,Medium,Low,Moderate,Sneezing|Coughing,Healthy
43.7,83.7,Low,Medium,Weak,Reduced Egg Production|Swollen Head|Reduced Feeding|Sneezing|Coughing,Avian Influenza
40.9,74.9,Medium,Medium,Moderate,None,Healthy
41.3,56.0,High,High,Active,Reduced Feeding,Healthy
42.5,72.3,Low,Low,Weak,Reduced Egg Production|Sneezing|Coughing|Lethargy|Swollen Head|Nasal Discharge|Ruffled Feathers,Avian Influenza
42.0,74.8,Low,Low,Moderate,Difficulty Breathing|Coughing|Nasal Discharge|Reduced Feeding|Swollen Head|Ruffled Feathers|Watery Eyes,Avian Influenza
41.7,70.2,Low,Low,Moderate,Coughing|Nasal Discharge|Ruffled Feathers,Avian Influenza
40.9,93.1,Low,Low,Weak,Sneezing|Difficulty Breathing|Coughing|Nasal Discharge|Watery Eyes,Avian Influenza
41.3,56.6,Medium,Low,Weak,Reduced Egg Production|Nasal Discharge,Healthy
40.6,77.5,Medium,High,Moderate,None,Healthy
41.7,87.2,High,Medium,Weak,Difficulty Breathing|Watery Eyes|Lethargy|Swollen Head|Sneezing|Reduced Egg Production,Avian Influenza
42.3,82.5,Medium,Low,Moderate,Diarrhea|Watery Eyes|Reduced Egg Production|Twisted Neck|Coughing|Reduced Feeding,Newcastle Disease
41.0,48.8,Medium,High,Active,Sneezing,Healthy
41.7,86.4,Low,Low,Active,Reduced Feeding|Reduced Egg Production|Swollen Head|Difficulty Breathing|Watery Eyes,Avian Influenza
40.8,67.8,Medium,High,Active,Coughing|Diarrhea,Healthy
42.2,60.2,High,High,Active,Reduced Egg Production|Watery Eyes,Healthy
43.3,62.9,High,Medium,Weak,Difficulty Breathing|Lethargy|Coughing|Reduced Feeding|Sneezing|Watery Eyes,Newcastle Disease
42.6,83.7,Medium,Low,Weak,Swollen Head|Sneezing|Lethargy,Newcastle Disease
43.1,75.7,Low,Low,Weak,Twisted Neck|Lethargy|Coughing|Reduced Feeding|Diarrhea|Swollen Head|Difficulty Breathing,Newcastle Disease
41.9,69.3,Medium,Low,Moderate,Watery Eyes,Healthy
41.2,66.0,Low,Low,Weak,Twisted Neck|Sneezing|Coughing|Lethargy|Reduced Egg Production,Avian Influenza
40.7,72.4,High,Medium,Active,None,Healthy
41.0,51.9,High,Medium,Weak,None,Healthy
42.4,57.5,Low,Low,Weak,Sneezing|Coughing|Nasal Discharge|Reduced Feeding|Watery Eyes,Avian Influenza
42.8,73.1,Low,High,Weak,Ruffled Feathers|Reduced Egg Production|Watery Eyes,Avian Influenza
41.1,59.2,Low,Medium,Active,Watery Eyes|Diarrhea|Swollen Head|Ruffled Feathers,Avian Influenza
42.0,78.9,Low,Medium,Active,Swollen Head|Reduced Feeding|Sneezing,Avian Influenza
42.7,75.1,Medium,Low,Weak,Twisted Neck|Watery Eyes|Ruffled Feathers,Newcastle Disease
42.1,73.8,Low,Low,Weak,Difficulty Breathing|Lethargy|Sneezing|Twisted Neck|Nasal Discharge|Reduced Egg Production,Newcastle Disease
41.2,50.3,Medium,Low,Active,None,Healthy
42.7,95.0,Medium,Medium,Weak,Sneezing|Twisted Neck|Reduced Egg Production,Newcastle Disease
40.7,59.3,High,Low,Active,None,Healthy
41.5,56.8,Medium,High,Active,Reduced Egg Production|Lethargy,Healthy
42.7,83.7,Low,Low,Weak,Diarrhea|Sneezing|Swollen Head,Avian Influenza
43.2,76.5,Low,Low,Weak,Watery Eyes|Sneezing|Ruffled Feathers|Reduced Egg Production|Coughing,Newcastle Disease
41.6,79.2,Low,Medium,Weak,None,Healthy
41.0,58.4,High,Medium,Active,None,Healthy
43.2,84.5,Medium,Low,Active,Ruffled Feathers|Lethargy|Diarrhea|Sneezing|Twisted Neck|Nasal Discharge,Newcastle Disease
40.8,65.8,High,High,Active,Coughing,Healthy
42.7,77.2,Low,Low,Weak,Lethargy|Watery Eyes|Reduced Feeding|Difficulty Breathing|Coughing,Avian Influenza
42.8,76.6,Low,Low,Weak,Coughing|Twisted Neck|Sneezing|Watery Eyes|Nasal Discharge,Newcastle Disease
42.1,59.3,Low,Medium,Moderate,Coughing|Twisted Neck|Diarrhea|Swollen Head|Nasal Discharge|Reduced Egg Production,Newcastle Disease
42.6,79.5,Medium,Medium,Weak,Diarrhea|Sneezing|Reduced Feeding|Reduced Egg Production|Lethargy|Coughing,Newcastle Disease
42.2,65.7,Low,Low,Weak,Sneezing|Reduced Feeding|Ruffled Feathers|Nasal Discharge|Lethargy,Avian Influenza
41.2,63.7,High,High,Active,None,Healthy
42.5,66.8,Medium,Medium,Weak,Watery Eyes|Reduced Egg Production|Nasal Discharge|Ruffled Feathers,Newcastle Disease
42.4,66.4,High,Low,Moderate,Nasal Discharge|Diarrhea|Swollen Head,Newcastle Disease
41.4,54.5,Low,High,Active,Difficulty Breathing,Healthy
42.0,67.4,Low,Low,Weak,Reduced Egg Production|Coughing|Diarrhea|Watery Eyes|Difficulty Breathing|Ruffled Feathers|Lethargy,Avian Influenza
41.1,56.9,Low,Low,Weak,Reduced Egg Production|Lethargy|Coughing,Avian Influenza
43.4,66.8,Low,Low,Moderate,Twisted Neck|Difficulty Breathing|Reduced Feeding|Nasal Discharge|Watery Eyes,Newcastle Disease
43.1,53.5,Medium,Medium,Moderate,Swollen Head|Coughing|Reduced Feeding|Lethargy|Reduced Egg Production,Avian Influenza
42.0,86.1,Low,Low,Weak,Sneezing|Difficulty Breathing|Ruffled Feathers|Swollen Head|Lethargy|Reduced Feeding,Avian Influenza
43.0,70.2,Medium,Low,Weak,Sneezing|Reduced Feeding|Coughing|Reduced Egg Production|Difficulty Breathing|Ruffled Feathers,Avian Influenza
41.9,80.8,Medium,Medium,Active,Swollen Head|Sneezing|Lethargy|Nasal Discharge|Ruffled Feathers,Avian Influenza
42.7,88.2,Low,Low,Weak,Reduced Egg Production|Reduced Feeding|Difficulty Breathing|Nasal Discharge|Sneezing|Twisted Neck|Lethargy,Newcastle Disease
42.9,91.9,Low,Low,Weak,Diarrhea|Swollen Head|Coughing|Reduced Feeding,Newcastle Disease
42.2,77.8,Low,Low,Weak,Difficulty Breathing|Lethargy|Reduced Egg Production|Ruffled Feathers,Newcastle Disease
42.9,88.5,Low,Low,Moderate,Nasal Discharge|Watery Eyes|Sneezing|Difficulty Breathing|Lethargy,Avian Influenza
41.3,51.0,Medium,High,Weak,Difficulty Breathing,Healthy
41.9,84.3,Medium,Low,Weak,Swollen Head|Nasal Discharge|Coughing|Watery Eyes|Lethargy|Sneezing,Avian Influenza
42.1,92.5,Low,High,Weak,Sneezing|Reduced Egg Production|Swollen Head|Watery Eyes|Lethargy,Avian Influenza
41.2,66.8,Medium,Medium,Active,Diarrhea,Healthy
41.6,83.9,Low,Low,Weak,Ruffled Feathers|Coughing|Difficulty Breathing|Lethargy,Avian Influenza
41.4,54.2,High,Medium,Moderate,None,Healthy
41.7,54.2,High,Medium,Moderate,None,Healthy
40.8,65.7,Low,Low,Moderate,Nasal Discharge|Lethargy|Swollen Head|Watery Eyes|Reduced Egg Production|Reduced Feeding|Ruffled Feathers,Avian Influenza
42.3,58.6,High,Medium,Moderate,None,Healthy
42.0,51.4,Low,High,Weak,Nasal Discharge|Swollen Head|Difficulty Breathing|Reduced Feeding|Sneezing|Coughing,Avian Influenza
42.4,82.9,Low,Low,Weak,Nasal Discharge|Lethargy|Reduced Egg Production|Coughing|Ruffled Feathers|Reduced Feeding,Avian Influenza
42.2,76.0,Medium,Low,Weak,Reduced Egg Production|Lethargy|Difficulty Breathing|Twisted Neck|Nasal Discharge|Coughing,Newcastle Disease
41.7,62.1,Medium,High,Active,None,Healthy
41.3,62.5,Medium,Medium,Moderate,Twisted Neck,Healthy
42.6,75.8,Low,Low,Weak,Sneezing|Diarrhea|Twisted Neck,Newcastle Disease
42.6,71.7,Low,Medium,Weak,Swollen Head|Reduced Egg Production|Difficulty Breathing,Avian Influenza
42.7,91.1,Low,Low,Moderate,Swollen Head|Twisted Neck|Reduced Feeding|Coughing|Nasal Discharge,Newcastle Disease
41.4,61.4,Low,Medium,Active,None,Healthy
41.5,79.7,Medium,Low,Weak,Reduced Egg Production|Sneezing|Ruffled Feathers,Newcastle Disease
42.2,62.0,Low,Medium,Weak,Reduced Feeding|Coughing|Nasal Discharge|Diarrhea,Newcastle Disease
42.1,79.3,Low,Medium,Active,Ruffled Feathers|Reduced Egg Production|Difficulty Breathing,Avian Influenza
40.4,55.4,Low,Medium,Moderate,None,Healthy
41.6,68.9,Low,Medium,Weak,Lethargy|Reduced Feeding|Diarrhea|Nasal Discharge,Avian Influenza
42.9,74.0,Medium,Low,Weak,Sneezing|Coughing|Difficulty Breathing|Watery Eyes,Newcastle Disease
42.3,82.8,Low,Medium,Weak,Ruffled Feathers|Swollen Head|Watery Eyes,Avian Influenza
40.9,61.6,High,Medium,Active,None,Healthy
41.4,72.1,Low,Low,Weak,Nasal Discharge|Lethargy|Reduced Egg Production|Difficulty Breathing|Watery Eyes,Newcastle Disease
41.8,79.4,Medium,Medium,Weak,Difficulty Breathing|Lethargy|Nasal Discharge|Reduced Egg Production|Sneezing,Avian Influenza
41.0,55.6,Medium,High,Moderate,Sneezing,Healthy
42.2,71.3,Low,Low,Weak,Nasal Discharge|Difficulty Breathing|Reduced Egg Production|Sneezing|Swollen Head|Lethargy,Avian Influenza
42.3,67.3,Low,Medium,Moderate,Lethargy|Sneezing|Diarrhea|Swollen Head|Nasal Discharge|Reduced Egg Production,Newcastle Disease
40.8,51.5,High,High,Moderate,Watery Eyes,Healthy
41.3,63.2,Medium,High,Active,None,Healthy
42.2,85.3,Low,Medium,Weak,Sneezing|Lethargy|Watery Eyes|Difficulty Breathing|Nasal Discharge|Swollen Head,Avian Influenza
40.8,64.5,High,High,Active,None,Healthy
42.5,64.8,Low,Low,Moderate,Reduced Feeding|Twisted Neck|Difficulty Breathing|Nasal Discharge,Newcastle Disease
41.5,62.5,High,Medium,Active,None,Healthy
42.8,84.1,Low,Low,Weak,Ruffled Feathers|Difficulty Breathing|Twisted Neck|Coughing|Lethargy,Newcastle Disease
40.9,59.2,Low,Medium,Moderate,None,Healthy
41.4,84.1,Low,High,Weak,Watery Eyes|Sneezing|Nasal Discharge|Ruffled Feathers|Difficulty Breathing|Swollen Head,Avian Influenza
42.6,73.1,Low,Medium,Moderate,Swollen Head|Reduced Egg Production|Difficulty Breathing|Watery Eyes|Diarrhea|Lethargy|Nasal Discharge,Avian Influenza
41.9,92.1,Low,Medium,Weak,Nasal Discharge|Sneezing|Coughing|Difficulty Breathing,Avian Influenza
41.8,76.3,Medium,High,Weak,Nasal Discharge|Lethargy|Reduced Egg Production|Difficulty Breathing|Coughing|Ruffled Feathers,Avian Influenza
40.8,51.3,High,High,Weak,Difficulty Breathing|Reduced Egg Production,Healthy
42.3,88.5,Low,Medium,Weak,Reduced Feeding|Ruffled Feathers|Swollen Head|Watery Eyes|Reduced Egg Production,Avian Influenza
41.2,60.3,Low,Medium,Active,Reduced Feeding,Healthy
41.0,73.3,High,Medium,Moderate,None,Healthy
40.8,54.3,High,High,Weak,Nasal Discharge|Reduced Egg Production,Healthy
42.4,72.4,Medium,Medium,Weak,Coughing|Reduced Egg Production|Twisted Neck,Newcastle Disease
43.5,84.2,Low,Medium,Weak,Difficulty Breathing|Lethargy|Coughing|Reduced Egg Production,Avian Influenza
42.1,77.5,Low,Medium,Moderate,Watery Eyes|Lethargy|Twisted Neck,Newcastle Disease
43.0,77.6,Low,Low,Weak,Sneezing|Difficulty Breathing|Lethargy|Twisted Neck|Reduced Feeding|Ruffled Feathers,Newcastle Disease
41.3,55.2,Medium,High,Active,Difficulty Breathing,Healthy
42.6,62.4,Low,Low,Moderate,Coughing|Reduced Feeding|Watery Eyes,Avian Influenza
42.9,83.9,Low,Medium,Weak,Reduced Feeding|Sneezing|Coughing|Lethargy,Newcastle Disease
42.7,59.3,Low,Low,Weak,Nasal Discharge|Lethargy|Twisted Neck|Coughing|Ruffled Feathers,Newcastle Disease
40.8,56.1,Low,Medium,Moderate,None,Healthy
43.7,75.4,Medium,Low,Weak,Reduced Egg Production|Watery Eyes|Sneezing,Avian Influenza
42.4,77.5,Low,Low,Weak,Reduced Feeding|Difficulty Breathing|Sneezing|Nasal Discharge,Newcastle Disease
41.1,59.2,Medium,High,Moderate,Reduced Feeding,Healthy
41.3,61.0,Medium,High,Active,None,Healthy
42.0,78.5,Low,Low,Weak,Reduced Feeding|Twisted Neck|Swollen Head,Newcastle Disease
41.8,79.6,Low,Medium,Weak,Coughing|Lethargy|Nasal Discharge,Newcastle Disease
40.9,54.9,High,Medium,Moderate,None,Healthy
40.4,96.8,Low,Low,Weak,Coughing|Swollen Head|Reduced Egg Production|Reduced Feeding|Nasal Discharge|Lethargy|Difficulty Breathing,Avian Influenza
41.2,73.5,High,High,Active,Nasal Discharge,Healthy
43.0,68.0,Low,Low,Weak,Swollen Head|Ruffled Feathers|Nasal Discharge|Difficulty Breathing|Coughing|Twisted Neck|Lethargy,Newcastle Disease
41.5,83.9,Low,Low,Weak,Watery Eyes|Coughing|Nasal Discharge|Reduced Egg Production|Swollen Head|Reduced Feeding,Avian Influenza
43.6,68.9,Low,Low,Moderate,Twisted Neck|Reduced Egg Production|Sneezing|Difficulty Breathing|Watery Eyes|Ruffled Feathers,Newcastle Disease
41.8,77.1,Low,Low,Weak,Diarrhea|Sneezing|Reduced Feeding|Reduced Egg Production|Difficulty Breathing,Newcastle Disease
40.8,62.9,High,Medium,Moderate,None,Healthy
40.7,60.1,Medium,High,Moderate,None,Healthy
42.6,85.1,Low,Low,Weak,Sneezing|Lethargy|Ruffled Feathers|Swollen Head,Avian Influenza
41.2,58.9,Medium,High,Weak,Reduced Egg Production|Coughing|Watery Eyes|Swollen Head,Newcastle Disease
41.9,67.4,Medium,Medium,Weak,Sneezing|Nasal Discharge|Ruffled Feathers|Reduced Egg Production,Avian Influenza
42.1,54.1,High,High,Weak,None,Healthy
40.9,68.8,High,High,Active,None,Healthy
41.5,57.6,Medium,High,Active,None,Healthy
43.3,71.4,Medium,Medium,Moderate,Lethargy|Reduced Egg Production|Coughing,Newcastle Disease
41.7,56.3,Medium,Medium,Active,None,Healthy
41.5,73.0,Low,Low,Weak,Sneezing|Diarrhea|Difficulty Breathing|Swollen Head|Nasal Discharge|Lethargy|Coughing,Avian Influenza
42.9,86.1,Medium,Low,Weak,Sneezing|Twisted Neck|Swollen Head|Coughing|Lethargy|Reduced Egg Production|Diarrhea,Newcastle Disease
42.2,92.5,Low,Low,Weak,Diarrhea|Difficulty Breathing|Lethargy|Ruffled Feathers|Reduced Egg Production|Nasal Discharge,Avian Influenza
41.3,69.1,High,High,Active,Reduced Feeding,Healthy
41.4,76.3,Low,Low,Weak,Diarrhea|Sneezing|Reduced Egg Production|Coughing|Swollen Head|Ruffled Feathers|Nasal Discharge,Avian Influenza
41.3,78.3,Medium,Low,Moderate,Lethargy|Swollen Head|Diarrhea,Avian Influenza
42.2,68.9,Low,Medium,Weak,Difficulty Breathing|Watery Eyes|Nasal Discharge|Reduced Egg Production,Avian Influenza
42.8,69.2,Low,Low,Moderate,Ruffled Feathers|Lethargy|Sneezing|Nasal Discharge|Reduced Feeding,Avian Influenza
41.8,95.1,Low,Low,Weak,Coughing|Watery Eyes|Sneezing,Avian Influenza
41.8,52.4,Low,Low,Moderate,Coughing|Watery Eyes|Swollen Head,Newcastle Disease
41.4,61.1,Low,High,Active,None,Healthy
41.6,62.6,Medium,High,Active,Reduced Feeding,Healthy
41.5,59.0,Medium,High,Weak,Nasal Discharge|Difficulty Breathing|Reduced Feeding|Lethargy|Coughing|Swollen Head|Sneezing,Avian Influenza
42.9,64.2,Medium,Low,Moderate,Coughing|Ruffled Feathers|Difficulty Breathing|Reduced Feeding|Lethargy,Newcastle Disease
42.2,72.2,Low,Low,Moderate,Coughing|Diarrhea|Difficulty Breathing|Lethargy,Avian Influenza
42.1,79.2,Low,Low,Weak,Reduced Feeding|Twisted Neck|Swollen Head,Newcastle Disease
40.6,66.6,Medium,Medium,Moderate,None,Healthy
41.4,60.6,High,Medium,Moderate,None,Healthy
41.8,73.5,Low,Medium,Weak,Twisted Neck|Diarrhea|Lethargy|Reduced Feeding|Ruffled Feathers|Reduced Egg Production,Newcastle Disease
41.4,78.8,Low,Medium,Weak,Sneezing|Ruffled Feathers|Watery Eyes|Twisted Neck|Diarrhea|Nasal Discharge|Lethargy,Newcastle Disease
41.5,61.8,High,High,Moderate,None,Healthy
42.0,97.8,Low,Low,Weak,Diarrhea|Difficulty Breathing|Twisted Neck|Reduced Egg Production|Reduced Feeding|Coughing|Nasal Discharge,Newcastle Disease
41.1,59.5,Medium,Medium,Active,None,Healthy
42.4,52.1,Low,Medium,Weak,Ruffled Feathers|Swollen Head|Coughing|Reduced Egg Production|Lethargy|Difficulty Breathing,Newcastle Disease
41.5,66.9,Medium,Medium,Active,None,Healthy
41.9,63.9,Low,Medium,Weak,Nasal Discharge|Ruffled Feathers|Coughing|Diarrhea|Sneezing,Avian Influenza
40.5,67.2,Medium,Medium,Active,Sneezing,Healthy
42.8,71.5,Low,Medium,Weak,Twisted Neck|Difficulty Breathing|Coughing|Nasal Discharge|Reduced Egg Production,Newcastle Disease
40.6,67.7,Medium,Low,Weak,Twisted Neck|Reduced Egg Production,Healthy
40.6,58.4,Medium,High,Active,None,Healthy
41.2,58.3,Medium,High,Active,Coughing,Healthy
42.4,80.5,Low,Low,Weak,Nasal Discharge|Lethargy|Coughing|Reduced Egg Production|Difficulty Breathing|Watery Eyes,Newcastle Disease
42.4,55.1,Low,Medium,Weak,Reduced Egg Production|Sneezing|Difficulty Breathing|Twisted Neck|Lethargy|Swollen Head|Ruffled Feathers,Newcastle Disease
40.9,78.2,High,Low,Active,Ruffled Feathers,Healthy
42.2,65.0,Medium,Low,Moderate,Sneezing|Reduced Egg Production|Ruffled Feathers,Newcastle Disease
41.4,64.6,Low,Low,Weak,Sneezing|Nasal Discharge|Reduced Feeding|Difficulty Breathing|Ruffled Feathers|Watery Eyes|Swollen Head,Avian Influenza
42.0,76.2,Low,High,Weak,Difficulty Breathing|Coughing|Reduced Egg Production,Avian Influenza
41.5,60.4,Medium,Low,Active,None,Healthy
42.5,70.1,Low,Medium,Weak,Reduced Egg Production|Sneezing|Twisted Neck|Ruffled Feathers,Newcastle Disease
40.7,58.9,High,Medium,Weak,None,Healthy
41.0,50.1,Medium,High,Moderate,None,Healthy
41.2,61.8,Low,High,Weak,Lethargy|Watery Eyes|Sneezing,Avian Influenza
41.0,69.3,Medium,High,Active,None,Healthy
41.9,81.8,Medium,Low,Weak,Watery Eyes|Swollen Head|Twisted Neck,Newcastle Disease
42.6,80.2,Low,Low,Weak,Lethargy|Ruffled Feathers|Twisted Neck,Newcastle Disease
40.6,64.0,Low,Low,Weak,Watery Eyes|Sneezing|Ruffled Feathers,Avian Influenza
41.9,92.1,Low,Medium,Weak,Ruffled Feathers|Twisted Neck|Coughing|Difficulty Breathing,Newcastle Disease
40.8,63.0,High,High,Active,Coughing,Healthy
41.0,57.9,High,High,Active,None,Healthy
42.8,87.9,Low,Low,Weak,Reduced Egg Production|Swollen Head|Reduced Feeding|Watery Eyes|Nasal Discharge,Newcastle Disease
41.4,58.4,Medium,High,Moderate,Sneezing,Healthy
41.2,68.5,Medium,High,Active,Lethargy|Coughing,Healthy
41.6,52.1,Low,Medium,Moderate,None,Healthy
41.4,63.6,Medium,High,Moderate,None,Healthy
41.9,57.4,Medium,Medium,Active,Sneezing,Healthy
41.6,63.6,High,High,Weak,Reduced Egg Production,Healthy
42.0,80.0,Medium,Medium,Moderate,Reduced Feeding|Reduced Egg Production|Twisted Neck|Lethargy|Watery Eyes|Difficulty Breathing|Nasal Discharge,Newcastle Disease
41.5,92.1,Medium,Low,Weak,Watery Eyes|Difficulty Breathing|Nasal Discharge|Diarrhea|Lethargy|Ruffled Feathers,Newcastle Disease
41.6,91.4,Low,Low,Weak,Nasal Discharge|Ruffled Feathers|Coughing|Reduced Feeding|Diarrhea|Reduced Egg Production,Avian Influenza
41.2,62.4,High,High,Active,Ruffled Feathers,Healthy
41.5,52.7,Medium,Medium,Moderate,None,Healthy
41.9,60.3,High,High,Moderate,None,Healthy
42.6,80.1,Low,Low,Weak,Twisted Neck|Reduced Egg Production|Difficulty Breathing|Reduced Feeding,Newcastle Disease
41.0,76.0,Low,Low,Weak,Twisted Neck|Ruffled Feathers|Reduced Feeding,Avian Influenza
41.1,47.8,High,High,Active,Watery Eyes,Healthy
41.3,89.4,Low,Low,Weak,Reduced Egg Production|Sneezing|Watery Eyes|Difficulty Breathing|Nasal Discharge,Avian Influenza
41.0,52.6,High,Medium,Active,Reduced Egg Production,Healthy
43.2,91.7,Low,Low,Weak,Swollen Head|Sneezing|Watery Eyes|Twisted Neck,Newcastle Disease
41.4,57.7,Low,Medium,Weak,Sneezing|Swollen Head|Diarrhea|Coughing|Difficulty Breathing,Avian Influenza
41.8,83.6,Low,Medium,Moderate,Difficulty Breathing|Coughing|Sneezing|Lethargy|Reduced Feeding,Avian Influenza
42.5,53.3,Low,Low,Weak,Nasal Discharge|Watery Eyes|Swollen Head|Reduced Feeding|Ruffled Feathers,Avian Influenza
41.6,69.1,High,Medium,Active,Nasal Discharge|Swollen Head|Lethargy,Avian Influenza
41.3,51.2,High,High,Active,None,Healthy
41.4,88.7,Medium,Low,Weak,Nasal Discharge|Watery Eyes|Coughing|Difficulty Breathing|Swollen Head,Avian Influenza
41.0,53.2,Medium,High,Active,None,Healthy
41.8,70.9,Medium,High,Weak,Sneezing|Swollen Head|Difficulty Breathing|Nasal Discharge,Avian Influenza
42.8,95.5,Low,Low,Moderate,Coughing|Nasal Discharge|Lethargy|Reduced Egg Production|Sneezing,Newcastle Disease
42.5,87.6,Low,Medium,Weak,Nasal Discharge|Watery Eyes|Swollen Head|Difficulty Breathing|Coughing|Reduced Feeding|Lethargy,Avian Influenza
43.2,74.1,Low,High,Weak,Swollen Head|Ruffled Feathers|Difficulty Breathing|Twisted Neck,Newcastle Disease
42.8,67.3,Low,Medium,Moderate,Twisted Neck|Diarrhea|Sneezing|Lethargy|Swollen Head,Newcastle Disease
41.4,72.8,Low,Low,Weak,Sneezing|Nasal Discharge|Reduced Egg Production|Swollen Head,Newcastle Disease
42.7,83.5,Medium,Medium,Weak,Ruffled Feathers|Watery Eyes|Difficulty Breathing|Swollen Head|Coughing|Reduced Egg Production,Avian Influenza
41.6,65.5,Medium,High,Active,None,Healthy
41.0,49.9,Medium,Medium,Active,None,Healthy
41.7,60.1,Medium,Medium,Weak,Lethargy,Healthy
41.4,57.4,Medium,Low,Active,None,Healthy
41.8,66.7,Medium,Low,Weak,Coughing|Nasal Discharge|Difficulty Breathing|Twisted Neck|Swollen Head|Reduced Feeding,Avian Influenza
41.4,68.0,Medium,Medium,Weak,None,Healthy
42.1,95.9,High,Low,Moderate,Sneezing|Ruffled Feathers|Coughing,Avian Influenza
40.9,67.2,High,High,Weak,Reduced Feeding,Healthy
41.0,62.0,High,High,Active,None,Healthy
42.8,56.5,Low,Low,Weak,Lethargy|Twisted Neck|Watery Eyes|Nasal Discharge|Ruffled Feathers|Swollen Head,Avian Influenza
42.3,80.8,Low,Low,Weak,Sneezing|Watery Eyes|Twisted Neck|Difficulty Breathing|Lethargy|Nasal Discharge,Newcastle Disease
43.3,55.6,Low,Low,Weak,Sneezing|Twisted Neck|Ruffled Feathers|Watery Eyes|Swollen Head|Difficulty Breathing,Newcastle Disease
42.2,64.5,Low,Medium,Weak,Ruffled Feathers|Difficulty Breathing|Swollen Head,Newcastle Disease
42.6,80.1,Low,Low,Weak,Swollen Head|Watery Eyes|Difficulty Breathing|Ruffled Feathers|Diarrhea|Sneezing,Avian Influenza
40.9,56.7,Medium,Low,Moderate,None,Healthy
40.9,80.4,Low,Low,Weak,Reduced Feeding|Diarrhea|Nasal Discharge,Avian Influenza
41.5,70.4,Medium,Low,Weak,Ruffled Feathers|Swollen Head|Watery Eyes|Difficulty Breathing|Lethargy,Avian Influenza
42.7,65.5,Low,Low,Weak,Reduced Egg Production|Nasal Discharge|Diarrhea|Ruffled Feathers,Newcastle Disease
